Uniform distribution
Round took 0.005906782
Round took 0.007712786
Round took 0.00440566
Round took 0.005559723
Round took 0.002208156
Round took 0.01032026
Round took 0.003264277
Round took 0.003691058
Round took 0.004634978
Round took 0.004718562
Round took 0.007273007
Round took 0.003568991
Round took 0.002602115
Round took 0.008303707
Round took 0.007299038
Round took 0.006038526
Round took 0.005808231
Round took 0.005115667
Round took 0.00478192
Round took 0.004528546
Round took 0.004804837
Round took 0.007782677
Round took 0.005835247
Round took 0.005231158
Round took 0.004675688
Round took 0.005784445
Round took 0.003387541
Round took 0.003218615
Round took 0.00448963
Round took 0.006157572
Round took 0.003137723
Round took 0.004546286
Round took 0.007818651
Round took 0.004371207
Round took 0.005789712
Round took 0.005304376
Round took 0.00861659
Round took 0.004784074
Round took 0.005481367
Round took 0.007267916
Round took 0.006128894
Round took 0.006547246
Round took 0.007676224
Round took 0.00650174
Round took 0.005870754
Round took 0.005144681
Round took 0.003315397
Round took 0.005335091
Round took 0.00199263
Round took 0.007756287
Round took 0.00273836
Round took 0.002645265
Round took 0.005342032
Round took 0.004412308
Round took 0.005375212
Round took 0.005721975
Round took 0.002171082
Round took 0.005407368
Round took 0.007327356
Round took 0.007066977
Round took 0.002707086
Round took 0.002109489
Round took 0.007855313
Round took 0.005696939
Round took 0.002681155
Round took 0.004020033
Round took 0.002047306
Round took 0.007386498
Round took 0.007531543
Round took 0.00693587
Round took 0.006349717
Round took 0.008233693
Round took 0.008725838
Round took 0.003270695
Round took 0.010252704
Round took 0.007660394
Round took 0.006565622
Round took 0.003315501
Round took 0.004355418
Round took 0.005414379
Round took 0.006085583
Round took 0.005424795
Round took 0.1639809
Round took 0.003024892
Round took 0.005157777
Round took 0.006444591
Round took 0.004704202
Round took 0.007229
Round took 0.004785363
Round took 0.003546285
Round took 0.003881142
Round took 0.004571572
Round took 0.002940266
Round took 0.398662329
Round took 0.004576379
Round took 0.00609217
Round took 0.005148489
Round took 0.004749088
Round took 0.005497058
Round took 0.006476427
Round took 0.004401523
Round took 0.003466999
Round took 0.003572731
Round took 0.005283694
Round took 0.006359109
Round took 0.004267948
Round took 0.003515508
Round took 0.006525845
Round took 0.004320126
Round took 0.003446642
Round took 0.018000225
Round took 0.003476273
Round took 0.005634831
Round took 0.004160433
Round took 0.067757923
Round took 0.00501085
Round took 0.005044455
Round took 0.123931822
Round took 0.004181165
Round took 0.005198486
Round took 0.156545583
Round took 0.002219555
Round took 0.004059967
Round took 0.00343339
Round took 0.001624429
Round took 0.003782536
Round took 0.006339692
Round took 0.006235054
Round took 0.003109834
Round took 0.005560681
Round took 0.169907686
Round took 0.003486791
Round took 0.005120696
Round took 0.00645619
Round took 0.004857363
Round took 0.008373487
Round took 0.17637413
Round took 0.004899776
Round took 0.004305038
Round took 0.006783351
Round took 0.004080954
Round took 0.002969741
Round took 0.003771915
Round took 0.124690181
Round took 0.003091705
Round took 0.002480955
Round took 0.003064184
Round took 0.146232273
Round took 0.003532527
Round took 0.004762159
Round took 0.004922103
Round took 0.006028377
Round took 0.005935119
Round took 0.007074397
Round took 0.004320069
Round took 0.005555169
Round took 0.15664996
Round took 0.00381475
Round took 0.002984129
Round took 0.003289393
Round took 0.00452835
Round took 0.005280944
Round took 0.18145684
Round took 0.003437322
Round took 0.003305884
Round took 0.005131112
Round took 0.005056323
Round took 0.004288874
Round took 0.005459916
Round took 0.006693138
Round took 0.004093565
Round took 0.169480025
Round took 0.002886087
Round took 0.003476435
Round took 0.006199762
Round took 0.007334219
Round took 0.18080044
Round took 0.001313086
Round took 0.001890645
Round took 0.005528939
Round took 0.001687243
Round took 0.003625043
Round took 0.00344406
Round took 0.007565402
Round took 0.174512753
Round took 0.005553243
Round took 0.003587715
Round took 0.003321695
Round took 0.004132925
Round took 0.006009102
Round took 0.006242925
Round took 0.005797117
Round took 0.003024463
Round took 0.004651481
Round took 0.004143703
Round took 0.105612678
Round took 0.00336894
Round took 0.00506986
Round took 0.006931487
Round took 0.000897576
Round took 0.006469442
Round took 0.003993649
Round took 0.115421961
Round took 0.003565903
Round took 0.005322755
Round took 0.004949347
Round took 0.00453831
Round took 0.006146553
Round took 0.005601091
Round took 0.004711279
Round took 0.00173011
Round took 0.000849183
Round took 0.111148535
Round took 0.006002738
Round took 0.005079574
Round took 0.016060787
Round took 0.001484915
Round took 0.00595404
Round took 0.005860471
Round took 0.102466974
Round took 0.005835034
Round took 0.005215182
Round took 0.004517056
Round took 0.006396054
Round took 0.004338962
Round took 0.002599567
Round took 0.003923739
Round took 0.005361632
Round took 0.006870902
Round took 0.006359093
Round took 0.004744731
Round took 0.102315898
Round took 0.007274017
Round took 0.003918938
Round took 0.014286425
Round took 0.006372705
Round took 0.005308082
Round took 0.107615047
Round took 0.003441577
Round took 0.006846396
Round took 0.010118483
Round took 0.00320876
Round took 0.003661403
Round took 0.005055193
Round took 0.003066514
Round took 0.103354985
Round took 0.012003051
Round took 0.002089909
Round took 0.010237511
Round took 0.003444139
Round took 0.004720007
Round took 0.006637363
Round took 0.111789808
Round took 0.004640539
Round took 0.004558518
Round took 0.004256645
Round took 0.001234525
Round took 0.00559312
Round took 0.00483084
Round took 0.005500386
Round took 0.004783808
Round took 0.113134484
Round took 0.00489811
Round took 0.005456429
Round took 0.005485595
Round took 0.009966454
Round took 0.004204393
Round took 0.004824426
Round took 0.005314645
Round took 0.116990039
Round took 0.002845508
Round took 0.00548549
Round took 0.007718414
Round took 0.00361233
Round took 0.00143812
Round took 0.003487774
Round took 0.005982018
Round took 0.003111691
Round took 0.112932006
Round took 0.005909032
Round took 0.002657643
Round took 0.017212465
Round took 0.003704696
Round took 0.003962708
Round took 0.004395693
Round took 0.117613921
Round took 0.003254479
Round took 0.006582334
Round took 0.005720846
Round took 0.008599251
Round took 0.005216124
Round took 0.007111623
Round took 0.118569979
Round took 0.006106624
Round took 0.004183155
Round took 0.005681501
Round took 0.007492057
Round took 0.007834317
Round took 0.00824419
Round took 0.004567203
Round took 0.003822756
Round took 0.005932578
Round took 0.112073784
Round took 0.005232294
Round took 0.003318601
Round took 0.003189977
Round took 0.014015477
Round took 0.002111064
Round took 0.001070121
Round took 0.003655061
Round took 0.00384337
Round took 0.109050428
Round took 0.004222032
Round took 0.00520029
Round took 0.005134311
Round took 0.010064225
Round took 0.005839607
Round took 0.003182805
Round took 0.00673018
Round took 0.107490304
Round took 0.000956457
Round took 0.006402065
Round took 0.004871815
Round took 0.011855196
Round took 0.002692917
Round took 0.001501509
Round took 0.005971224
Round took 0.001441976
Round took 0.110567864
Round took 0.00392624
Round took 0.002569672
Round took 0.00495375
Round took 0.005209371
Round took 0.004434582
Round took 0.005532624
Round took 0.005662166
Round took 0.105103266
Round took 0.00415986
Round took 0.005151749
Round took 0.007240885
Round took 0.004710273
Round took 0.003512343
Round took 0.009096398
Round took 0.005518553
Round took 0.0076153
Round took 0.004700709
Round took 0.052580718
Round took 0.004727052
Round took 0.001933887
Round took 0.004688392
Round took 0.022469814
Round took 0.003704089
Round took 0.003348364
Round took 0.008714119
Round took 0.093078381
Round took 0.003867403
Round took 0.006925367
Round took 0.009133769
Round took 0.002437102
Round took 0.00290943
Round took 0.007527335
Round took 0.098965844
Round took 0.004007772
Round took 0.002765562
Round took 0.002622102
Round took 0.013692139
Round took 0.001332625
Round took 0.005078465
Round took 0.006304014
Round took 0.102280108
Round took 0.004030414
Round took 0.008926985
Round took 0.008687056
Round took 0.006844633
Round took 0.003453742
Round took 0.004065761
Round took 0.003809626
Round took 0.111899793
Round took 0.00689429
Round took 0.003073309
Round took 0.001720189
Round took 0.006342667
Round took 0.004038421
Round took 0.001339038
Round took 0.00300774
Round took 0.003558041
Round took 0.102854915
Round took 0.00219425
Round took 0.002607618
Round took 0.005810739
Round took 0.003634934
Round took 0.005266229
Round took 0.002444417
Round took 0.00298678
Round took 0.007428553
Round took 0.00482478
Round took 0.090696542
Round took 0.006846383
Round took 0.002486405
Round took 0.029054925
Round took 0.001755696
Round took 0.006289438
Round took 0.004205773
Round took 0.009797756
Round took 0.003494113
Round took 0.117839706
Round took 0.002457037
Round took 0.004036121
Round took 0.00502905
Round took 0.009806399
Round took 0.005913065
Round took 0.005201887
Round took 0.00345712
Round took 0.095321015
Round took 0.00802863
Round took 0.002980328
Round took 0.005017366
Round took 0.010672666
Round took 0.002951189
Round took 0.005163392
Round took 0.100089331
Round took 0.004036173
Round took 0.003060083
Round took 0.005330734
Round took 0.020109563
Round took 0.006223828
Round took 0.003030048
Round took 0.004915758
Round took 0.002771386
Round took 0.005052582
Round took 0.004924251
Round took 0.038357927
Round took 0.004309187
Round took 0.003594198
Round took 0.005206537
Round took 0.00658636
Round took 0.007684946
Round took 0.004205854
Round took 0.113443843
Round took 0.005371058
Round took 0.004762385
Round took 0.009681542
Round took 0.004946482
Round took 0.004219974
Round took 0.005205936
Round took 0.114883192
Round took 0.00813333
Round took 0.007833073
Round took 0.00561815
Round took 0.006364517
Round took 0.004913941
Round took 0.00507417
Round took 0.039020224
Round took 0.002775615
Round took 0.005687345
Round took 0.006008068
Round took 0.069370787
Round took 0.007512013
Round took 0.005327459
Round took 0.003030937
Round took 0.004120226
Round took 0.003148402
