Uniform distribution
Round took 0.007404842
Round took 0.006742945
Round took 0.010532123
Round took 0.010545771
Round took 0.001989863
Round took 0.000231447
Round took 0.010070734
Round took 0.000171754
Round took 0.002899597
Round took 0.006388559
Round took 0.004048813
Round took 0.000340446
Round took 0.006788144
Round took 0.000113723
Round took 0.000404191
Round took 0.000358221
Round took 0.005106891
Round took 0.000109327
Round took 0.000217488
Round took 0.008043604
Round took 0.000123767
Round took 0.000167868
Round took 0.006341448
Round took 0.005212915
Round took 8.485e-05
Round took 9.7849e-05
Round took 7.6961e-05
Round took 0.000838473
Round took 0.000255873
Round took 0.006103686
Round took 0.007906349
Round took 0.000244016
Round took 0.010945114
Round took 0.011684221
Round took 0.000101242
Round took 8.7189e-05
Round took 0.000100348
Round took 0.000100357
Round took 0.000103748
Round took 9.2572e-05
Round took 8.4931e-05
Round took 8.3951e-05
Round took 0.000101221
Round took 0.000147509
Round took 8.75e-05
Round took 0.000139581
Round took 9.4676e-05
Round took 0.000314953
Round took 0.000164267
Round took 0.007644369
Round took 0.002857081
Round took 0.000104991
Round took 0.004662357
Round took 0.005165221
Round took 0.009908886
Round took 6.8416e-05
Round took 0.003240775
Round took 5.5818e-05
Round took 7.3834e-05
Round took 4.5906e-05
Round took 6.6692e-05
Round took 0.000115087
Round took 6.1659e-05
Round took 4.9467e-05
Round took 5.9039e-05
Round took 5.7938e-05
Round took 4.6425e-05
Round took 5.1416e-05
Round took 6.9588e-05
Round took 6.0053e-05
Round took 7.9293e-05
Round took 9.2483e-05
Round took 0.009620389
Round took 0.004276206
Round took 0.007500037
Round took 0.004469393
Round took 0.014059411
Round took 7.7324e-05
Round took 3.8209e-05
Round took 0.000346541
Round took 7.37e-05
Round took 0.007076063
Round took 0.004740795
Round took 0.005492233
Round took 0.000115854
Round took 0.00290921
Round took 0.003988682
Round took 0.202560377
Round took 6.1968e-05
Round took 4.4434e-05
Round took 5.5338e-05
Round took 3.9346e-05
Round took 4.9886e-05
Round took 9.5642e-05
Round took 4.7019e-05
Round took 5.9336e-05
Round took 4.0905e-05
Round took 4.5285e-05
Round took 4.0717e-05
Round took 3.8945e-05
Round took 5.4922e-05
Round took 5.7021e-05
Round took 4.8305e-05
Round took 0.000237507
Round took 0.000214693
Round took 0.000137941
Round took 0.00793462
Round took 0.190868306
Round took 0.000191934
Round took 0.001778849
Round took 0.000282303
Round took 9.8518e-05
Round took 7.8116e-05
Round took 0.000458106
Round took 0.000515988
Round took 5.825e-05
Round took 5.6677e-05
Round took 0.026949109
Round took 0.000113019
Round took 8.3153e-05
Round took 5.9874e-05
Round took 6.2365e-05
Round took 8.3353e-05
Round took 8.2763e-05
Round took 6.0596e-05
Round took 6.6508e-05
Round took 7.0065e-05
Round took 6.9255e-05
Round took 5.8433e-05
Round took 7.7336e-05
Round took 8.1207e-05
Round took 0.000106128
Round took 6.1437e-05
Round took 0.620326433
Round took 0.01460815
Round took 7.0363e-05
Round took 5.9897e-05
Round took 6.7023e-05
Round took 5.757e-05
Round took 6.0393e-05
Round took 5.8455e-05
Round took 0.031023443
Round took 0.000122551
Round took 0.001735972
Round took 9.3164e-05
Round took 6.8628e-05
Round took 5.9878e-05
Round took 4.5457e-05
Round took 5.1549e-05
Round took 5.0626e-05
Round took 4.4885e-05
Round took 0.026331476
Round took 0.00011762
Round took 0.008756786
Round took 7.8863e-05
Round took 0.006258359
Round took 0.02344463
Round took 8.5351e-05
Round took 4.7503e-05
Round took 5.2743e-05
Round took 0.009425957
Round took 5.1723e-05
Round took 4.0603e-05
Round took 4.9171e-05
Round took 4.5937e-05
Round took 4.8115e-05
Round took 6.1181e-05
Round took 6.4352e-05
Round took 4.4817e-05
Round took 4.4491e-05
Round took 5.4688e-05
Round took 5.1478e-05
Round took 5.3334e-05
Round took 5.7202e-05
Round took 6.3333e-05
Round took 6.3833e-05
Round took 4.5019e-05
Round took 4.4377e-05
Round took 5.9146e-05
Round took 4.5465e-05
Round took 5.2461e-05
Round took 5.7584e-05
Round took 0.017736841
