Uniform distribution
Round took 0.006918545
Round took 0.002548536
Round took 0.006240631
Round took 0.005104485
Round took 0.004376715
Round took 0.001600657
Round took 0.003153834
Round took 0.008053216
Round took 0.006141073
Round took 6.5987e-05
Round took 0.004126743
Round took 0.007533146
Round took 6.2666e-05
Round took 6.7078e-05
Round took 0.008123016
Round took 0.004465186
Round took 0.003805173
Round took 7.6811e-05
Round took 4.5354e-05
Round took 5.3239e-05
Round took 4.6961e-05
Round took 4.2305e-05
Round took 4.24e-05
Round took 0.006333351
Round took 0.010375206
Round took 0.000504501
Round took 0.000118273
Round took 0.003764263
Round took 0.003599487
Round took 0.002986639
Round took 0.001390145
Round took 7.0772e-05
Round took 3.6443e-05
Round took 4.9839e-05
Round took 3.9e-05
Round took 3.6685e-05
Round took 3.6332e-05
Round took 0.003206202
Round took 0.000214101
Round took 0.000159145
Round took 0.000159996
Round took 0.009453629
Round took 0.000135285
Round took 0.00021708
Round took 0.000200304
Round took 0.000175162
Round took 0.011667505
Round took 0.005264084
Round took 0.003133928
Round took 7.8617e-05
Round took 5.4791e-05
Round took 4.9794e-05
Round took 3.671e-05
Round took 4.6138e-05
Round took 5.9398e-05
Round took 4.95e-05
Round took 3.8631e-05
Round took 4.9793e-05
Round took 4.6008e-05
Round took 6.6491e-05
Round took 5.7082e-05
Round took 4.7518e-05
Round took 7.1415e-05
Round took 0.001715277
Round took 0.000112094
Round took 7.5131e-05
Round took 6.0851e-05
Round took 0.00012353
Round took 4.8108e-05
Round took 6.6305e-05
Round took 7.8599e-05
Round took 7.6631e-05
Round took 6.6086e-05
Round took 5.3746e-05
Round took 0.004067999
Round took 0.000205959
Round took 0.004955719
Round took 0.003012548
Round took 0.000459924
Round took 6.8019e-05
Round took 0.003517919
Round took 0.010570593
Round took 0.004270371
Round took 5.7518e-05
Round took 5.2186e-05
Round took 4.3744e-05
Round took 4.3399e-05
Round took 4.2573e-05
Round took 4.3613e-05
Round took 4.3482e-05
Round took 4.846e-05
Round took 6.6003e-05
Round took 0.000103393
Round took 0.001018647
Round took 5.5488e-05
Round took 0.000477422
Round took 0.000388248
Round took 0.006752322
Round took 9.0766e-05
Round took 0.002479292
Round took 0.000365822
Round took 6.838e-05
